	propertyLabel	propName_record_count	sourceName	propUrl_record_count	propType_record_count
97	hasPart	0	Dryad+Digital+Repository	0	0
98	hasPart	0	Figshare	0	0
99	hasPart	0	Flow+Repository	0	0
100	hasPart	0	Harvard+Dataverse	0	0
101	hasPart	0	HuBMAP	0	0
102	hasPart	0	Human+Cell+Atlas	0	0
103	hasPart	0	ImmPort	0	0
104	hasPart	0	ImmuneSpace	0	0
105	hasPart	0	LINCS	0	0
106	hasPart	0	MalariaGEN	0	0
107	hasPart	0	MassIVE	0	0
108	hasPart	0	Mendeley	0	0
109	hasPart	0	MicrobiomeDB	0	0
110	hasPart	0	NCBI+BioProject	0	0
111	hasPart	0	NCBI+GEO	0	0
112	hasPart	0	NCBI+SRA	0	0
113	hasPart	0	NDEx	0	0
114	hasPart	0	NICHD+DASH	0	0
115	hasPart	0	Omics+Discovery+Index+(OmicsDI)	0	0
116	hasPart	0	Qiita	0	0
117	hasPart	0	RADx+Data+Hub	0	0
118	hasPart	0	ReframeDB	0	0
119	hasPart	0	The+Database+of+Genotypes+and+Phenotypes	0	0
120	hasPart	0	VDJServer	0	0
121	hasPart	0	VEuPathDB	0	0
122	hasPart	0	Vivli	0	0
123	hasPart	41455	Zenodo	0	0
124	isBasedOn	0	AccessClinicalData@NIAID	0	0
125	isBasedOn	0	biotools	0	0
126	isBasedOn	0	ClinEpiDB	29	0
127	isBasedOn	0	Data+Discovery+Engine	0	0
128	isBasedOn	0	Dryad+Digital+Repository	0	0
129	isBasedOn	0	Figshare	0	0
130	isBasedOn	0	Flow+Repository	0	0
131	isBasedOn	0	Harvard+Dataverse	0	0
132	isBasedOn	0	HuBMAP	0	0
133	isBasedOn	0	Human+Cell+Atlas	0	0
134	isBasedOn	1285	ImmPort	1285	0
135	isBasedOn	177	ImmuneSpace	177	0
136	isBasedOn	271	LINCS	271	0
137	isBasedOn	0	MalariaGEN	0	0
138	isBasedOn	0	MassIVE	0	0
139	isBasedOn	0	Mendeley	0	0
140	isBasedOn	0	MicrobiomeDB	0	0
141	isBasedOn	0	NCBI+BioProject	0	0
142	isBasedOn	0	NCBI+GEO	0	0
143	isBasedOn	0	NCBI+SRA	0	0
144	isBasedOn	7	NDEx	831	0
145	isBasedOn	0	NICHD+DASH	0	0
146	isBasedOn	0	Omics+Discovery+Index+(OmicsDI)	0	0
147	isBasedOn	0	Qiita	0	0
148	isBasedOn	0	RADx+Data+Hub	0	0
149	isBasedOn	0	ReframeDB	0	0
150	isBasedOn	0	The+Database+of+Genotypes+and+Phenotypes	0	0
151	isBasedOn	0	VDJServer	0	0
152	isBasedOn	0	VEuPathDB	0	0
153	isBasedOn	0	Vivli	0	0
154	isBasedOn	0	Zenodo	237	0
155	isBasisFor	0	AccessClinicalData@NIAID	0	0
156	isBasisFor	0	biotools	0	0
157	isBasisFor	0	ClinEpiDB	0	0
158	isBasisFor	0	Data+Discovery+Engine	0	0
159	isBasisFor	0	Dryad+Digital+Repository	0	0
160	isBasisFor	0	Figshare	0	0
161	isBasisFor	0	Flow+Repository	0	0
162	isBasisFor	0	Harvard+Dataverse	0	0
163	isBasisFor	0	HuBMAP	0	0
164	isBasisFor	0	Human+Cell+Atlas	0	0
165	isBasisFor	0	ImmPort	0	0
166	isBasisFor	0	ImmuneSpace	0	0
167	isBasisFor	0	LINCS	0	0
168	isBasisFor	0	MalariaGEN	0	0
169	isBasisFor	0	MassIVE	0	0
170	isBasisFor	0	Mendeley	0	0
171	isBasisFor	0	MicrobiomeDB	0	0
172	isBasisFor	0	NCBI+BioProject	0	0
173	isBasisFor	0	NCBI+GEO	0	0
174	isBasisFor	0	NCBI+SRA	0	0
175	isBasisFor	0	NDEx	0	0
176	isBasisFor	0	NICHD+DASH	0	0
177	isBasisFor	0	Omics+Discovery+Index+(OmicsDI)	0	0
178	isBasisFor	0	Qiita	0	0
179	isBasisFor	0	RADx+Data+Hub	0	0
180	isBasisFor	0	ReframeDB	0	0
181	isBasisFor	0	The+Database+of+Genotypes+and+Phenotypes	0	0
182	isBasisFor	0	VDJServer	0	0
183	isBasisFor	0	VEuPathDB	0	0
184	isBasisFor	0	Vivli	0	0
185	isBasisFor	0	Zenodo	0	0
186	author	0	AccessClinicalData@NIAID	0	0
187	author	0	biotools	0	0
188	author	63	ClinEpiDB	0	0
189	author	0	Data+Discovery+Engine	0	0
190	author	0	Dryad+Digital+Repository	0	0
191	author	2041105	Figshare	0	0
192	author	0	Flow+Repository	0	0
193	author	0	Harvard+Dataverse	0	0
194	author	1931	HuBMAP	0	0
195	author	0	Human+Cell+Atlas	0	0
196	author	859	ImmPort	0	859
197	author	174	ImmuneSpace	0	174
198	author	424	LINCS	424	0
199	author	55	MalariaGEN	55	0
200	author	11308	MassIVE	0	0
201	author	123263	Mendeley	0	0
202	author	25	MicrobiomeDB	0	0
203	author	0	NCBI+BioProject	0	0
204	author	0	NCBI+GEO	0	0
205	author	0	NCBI+SRA	0	0
206	author	10843	NDEx	0	0
207	author	0	NICHD+DASH	0	0
208	author	0	Omics+Discovery+Index+(OmicsDI)	0	0
209	author	843	Qiita	0	0
210	author	0	RADx+Data+Hub	0	0
211	author	193	ReframeDB	0	0
212	author	0	The+Database+of+Genotypes+and+Phenotypes	0	0
213	author	91	VDJServer	0	0
214	author	3225	VEuPathDB	0	0
215	author	7687	Vivli	0	0
216	author	425109	Zenodo	237	59002
217	creator	0	AccessClinicalData@NIAID	0	0
218	creator	0	biotools	0	0
219	creator	0	ClinEpiDB	0	0
220	creator	0	Data+Discovery+Engine	0	0
221	creator	0	Dryad+Digital+Repository	0	0
222	creator	0	Figshare	0	0
223	creator	0	Flow+Repository	0	0
224	creator	0	Harvard+Dataverse	0	0
225	creator	0	HuBMAP	0	0
226	creator	0	Human+Cell+Atlas	0	0
227	creator	0	ImmPort	0	0
228	creator	0	ImmuneSpace	0	0
229	creator	0	LINCS	0	0
230	creator	0	MalariaGEN	0	0
231	creator	0	MassIVE	0	0
232	creator	0	Mendeley	0	0
233	creator	0	MicrobiomeDB	0	0
234	creator	0	NCBI+BioProject	0	0
235	creator	0	NCBI+GEO	0	0
236	creator	0	NCBI+SRA	0	0
237	creator	0	NDEx	0	0
238	creator	0	NICHD+DASH	0	0
239	creator	0	Omics+Discovery+Index+(OmicsDI)	0	0
240	creator	0	Qiita	0	0
241	creator	0	RADx+Data+Hub	0	0
242	creator	0	ReframeDB	0	0
243	creator	0	The+Database+of+Genotypes+and+Phenotypes	0	0
244	creator	0	VDJServer	0	0
245	creator	0	VEuPathDB	0	0
246	creator	5407	Vivli	0	5407
247	creator	0	Zenodo	0	0
248	includedInDataCatalog	11	AccessClinicalData@NIAID	0	0
249	includedInDataCatalog	0	biotools	0	0
250	includedInDataCatalog	65	ClinEpiDB	65	65
251	includedInDataCatalog	0	Data+Discovery+Engine	0	0
252	includedInDataCatalog	0	Dryad+Digital+Repository	0	0
253	includedInDataCatalog	2041105	Figshare	2041105	2041105
254	includedInDataCatalog	0	Flow+Repository	0	0
255	includedInDataCatalog	0	Harvard+Dataverse	0	0
256	includedInDataCatalog	4743	HuBMAP	4743	4743
257	includedInDataCatalog	0	Human+Cell+Atlas	0	0
258	includedInDataCatalog	1299	ImmPort	1299	1299
259	includedInDataCatalog	181	ImmuneSpace	181	181
260	includedInDataCatalog	424	LINCS	424	424
261	includedInDataCatalog	55	MalariaGEN	55	55
262	includedInDataCatalog	17672	MassIVE	17672	17672
263	includedInDataCatalog	123263	Mendeley	123263	123263
264	includedInDataCatalog	25	MicrobiomeDB	25	25
265	includedInDataCatalog	0	NCBI+BioProject	0	0
266	includedInDataCatalog	0	NCBI+GEO	0	0
267	includedInDataCatalog	0	NCBI+SRA	0	0
268	includedInDataCatalog	10843	NDEx	10843	10843
269	includedInDataCatalog	0	NICHD+DASH	0	0
270	includedInDataCatalog	0	Omics+Discovery+Index+(OmicsDI)	0	0
271	includedInDataCatalog	843	Qiita	843	843
272	includedInDataCatalog	0	RADx+Data+Hub	0	0
273	includedInDataCatalog	193	ReframeDB	193	193
274	includedInDataCatalog	0	The+Database+of+Genotypes+and+Phenotypes	0	0
275	includedInDataCatalog	92	VDJServer	92	92
276	includedInDataCatalog	3225	VEuPathDB	3225	3225
277	includedInDataCatalog	7687	Vivli	7687	7687
278	includedInDataCatalog	425109	Zenodo	425109	425109
279	sdPublisher	0	AccessClinicalData@NIAID	0	0
280	sdPublisher	0	biotools	0	0
281	sdPublisher	0	ClinEpiDB	0	0
282	sdPublisher	0	Data+Discovery+Engine	0	0
283	sdPublisher	0	Dryad+Digital+Repository	0	0
284	sdPublisher	2041000	Figshare	0	0
285	sdPublisher	0	Flow+Repository	0	0
286	sdPublisher	0	Harvard+Dataverse	0	0
287	sdPublisher	0	HuBMAP	0	0
288	sdPublisher	0	Human+Cell+Atlas	0	0
289	sdPublisher	0	ImmPort	0	0
290	sdPublisher	0	ImmuneSpace	0	0
291	sdPublisher	0	LINCS	0	0
292	sdPublisher	0	MalariaGEN	0	0
293	sdPublisher	17672	MassIVE	0	0
294	sdPublisher	123263	Mendeley	0	0
295	sdPublisher	3	MicrobiomeDB	3	0
296	sdPublisher	0	NCBI+BioProject	0	0
297	sdPublisher	0	NCBI+GEO	0	0
298	sdPublisher	0	NCBI+SRA	0	0
299	sdPublisher	5	NDEx	0	0
300	sdPublisher	0	NICHD+DASH	0	0
301	sdPublisher	0	Omics+Discovery+Index+(OmicsDI)	0	0
302	sdPublisher	0	Qiita	0	0
303	sdPublisher	0	RADx+Data+Hub	0	0
304	sdPublisher	0	ReframeDB	0	0
305	sdPublisher	0	The+Database+of+Genotypes+and+Phenotypes	0	0
306	sdPublisher	0	VDJServer	0	0
307	sdPublisher	3225	VEuPathDB	0	0
308	sdPublisher	7536	Vivli	0	0
309	sdPublisher	122698	Zenodo	122698	0
310	funding	3	AccessClinicalData@NIAID	3	0
311	funding	0	biotools	0	0
312	funding	37	ClinEpiDB	37	0
313	funding	0	Data+Discovery+Engine	0	0
314	funding	0	Dryad+Digital+Repository	0	0
315	funding	0	Figshare	0	0
316	funding	0	Flow+Repository	0	0
317	funding	0	Harvard+Dataverse	0	0
318	funding	0	HuBMAP	0	0
319	funding	0	Human+Cell+Atlas	0	0
320	funding	1017	ImmPort	1017	0
321	funding	157	ImmuneSpace	157	0
322	funding	312	LINCS	312	0
323	funding	0	MalariaGEN	0	0
324	funding	121	MassIVE	121	0
325	funding	823	Mendeley	823	0
326	funding	19	MicrobiomeDB	19	0
327	funding	0	NCBI+BioProject	0	0
328	funding	0	NCBI+GEO	0	0
329	funding	0	NCBI+SRA	0	0
330	funding	0	NDEx	0	0
331	funding	0	NICHD+DASH	0	0
332	funding	0	Omics+Discovery+Index+(OmicsDI)	0	0
333	funding	203	Qiita	203	0
334	funding	0	RADx+Data+Hub	0	0
335	funding	9	ReframeDB	9	0
336	funding	0	The+Database+of+Genotypes+and+Phenotypes	0	0
337	funding	42	VDJServer	42	0
338	funding	1011	VEuPathDB	1011	0
339	funding	0	Vivli	0	0
340	funding	34576	Zenodo	20994	0
341	funding.funder	11	AccessClinicalData@NIAID	0	0
342	funding.funder	0	biotools	0	0
343	funding.funder	45	ClinEpiDB	0	0
344	funding.funder	0	Data+Discovery+Engine	0	0
345	funding.funder	0	Dryad+Digital+Repository	0	0
346	funding.funder	0	Figshare	0	0
347	funding.funder	0	Flow+Repository	0	0
348	funding.funder	0	Harvard+Dataverse	0	0
349	funding.funder	0	HuBMAP	0	0
350	funding.funder	0	Human+Cell+Atlas	0	0
351	funding.funder	1299	ImmPort	228	0
352	funding.funder	181	ImmuneSpace	21	0
353	funding.funder	312	LINCS	0	0
354	funding.funder	0	MalariaGEN	0	0
355	funding.funder	164	MassIVE	0	0
356	funding.funder	14490	Mendeley	0	0
357	funding.funder	19	MicrobiomeDB	0	0
358	funding.funder	0	NCBI+BioProject	0	0
359	funding.funder	0	NCBI+GEO	0	0
360	funding.funder	0	NCBI+SRA	0	0
361	funding.funder	995	NDEx	0	0
362	funding.funder	0	NICHD+DASH	0	0
363	funding.funder	0	Omics+Discovery+Index+(OmicsDI)	0	0
364	funding.funder	245	Qiita	0	0
365	funding.funder	0	RADx+Data+Hub	0	0
366	funding.funder	10	ReframeDB	0	0
367	funding.funder	0	The+Database+of+Genotypes+and+Phenotypes	0	0
368	funding.funder	51	VDJServer	0	0
369	funding.funder	1373	VEuPathDB	0	0
370	funding.funder	7676	Vivli	0	0
371	funding.funder	59521	Zenodo	0	0
372	distribution	0	AccessClinicalData@NIAID	0	0
373	distribution	0	biotools	0	0
374	distribution	63	ClinEpiDB	0	0
375	distribution	0	Data+Discovery+Engine	0	0
376	distribution	0	Dryad+Digital+Repository	0	0
377	distribution	0	Figshare	0	0
378	distribution	0	Flow+Repository	0	0
379	distribution	0	Harvard+Dataverse	0	0
380	distribution	1021	HuBMAP	0	0
381	distribution	0	Human+Cell+Atlas	0	0
382	distribution	0	ImmPort	0	1299
383	distribution	0	ImmuneSpace	0	181
384	distribution	0	LINCS	0	0
385	distribution	55	MalariaGEN	0	0
386	distribution	0	MassIVE	0	0
387	distribution	0	Mendeley	0	0
388	distribution	25	MicrobiomeDB	0	0
389	distribution	0	NCBI+BioProject	0	0
390	distribution	0	NCBI+GEO	0	0
391	distribution	0	NCBI+SRA	0	0
392	distribution	0	NDEx	0	0
393	distribution	0	NICHD+DASH	0	0
394	distribution	0	Omics+Discovery+Index+(OmicsDI)	0	0
395	distribution	0	Qiita	0	0
396	distribution	0	RADx+Data+Hub	0	0
397	distribution	0	ReframeDB	0	0
398	distribution	0	The+Database+of+Genotypes+and+Phenotypes	0	0
399	distribution	0	VDJServer	0	0
400	distribution	1815	VEuPathDB	0	0
401	distribution	0	Vivli	0	0
402	distribution	0	Zenodo	0	58765
403	spatialCoverage	0	AccessClinicalData@NIAID	0	0
404	spatialCoverage	0	biotools	0	0
405	spatialCoverage	64	ClinEpiDB	0	0
406	spatialCoverage	0	Data+Discovery+Engine	0	0
407	spatialCoverage	0	Dryad+Digital+Repository	0	0
408	spatialCoverage	0	Figshare	0	0
409	spatialCoverage	0	Flow+Repository	0	0
410	spatialCoverage	0	Harvard+Dataverse	0	0
411	spatialCoverage	0	HuBMAP	0	0
412	spatialCoverage	0	Human+Cell+Atlas	0	0
413	spatialCoverage	0	ImmPort	0	0
414	spatialCoverage	0	ImmuneSpace	0	0
415	spatialCoverage	0	LINCS	0	0
416	spatialCoverage	0	MalariaGEN	0	0
417	spatialCoverage	0	MassIVE	0	0
418	spatialCoverage	0	Mendeley	0	0
419	spatialCoverage	0	MicrobiomeDB	0	0
420	spatialCoverage	0	NCBI+BioProject	0	0
421	spatialCoverage	0	NCBI+GEO	0	0
422	spatialCoverage	0	NCBI+SRA	0	0
423	spatialCoverage	0	NDEx	0	0
424	spatialCoverage	0	NICHD+DASH	0	0
425	spatialCoverage	0	Omics+Discovery+Index+(OmicsDI)	0	0
426	spatialCoverage	0	Qiita	0	0
427	spatialCoverage	0	RADx+Data+Hub	0	0
428	spatialCoverage	0	ReframeDB	0	0
429	spatialCoverage	0	The+Database+of+Genotypes+and+Phenotypes	0	0
430	spatialCoverage	0	VDJServer	0	0
431	spatialCoverage	0	VEuPathDB	0	0
432	spatialCoverage	5286	Vivli	0	0
433	spatialCoverage	16759	Zenodo	0	597
434	temporalCoverage	0	AccessClinicalData@NIAID	0	0
435	temporalCoverage	0	biotools	0	0
436	temporalCoverage	0	ClinEpiDB	0	0
437	temporalCoverage	0	Data+Discovery+Engine	0	0
438	temporalCoverage	0	Dryad+Digital+Repository	0	0
439	temporalCoverage	0	Figshare	0	0
440	temporalCoverage	0	Flow+Repository	0	0
441	temporalCoverage	0	Harvard+Dataverse	0	0
442	temporalCoverage	0	HuBMAP	0	0
443	temporalCoverage	0	Human+Cell+Atlas	0	0
444	temporalCoverage	0	ImmPort	0	0
445	temporalCoverage	0	ImmuneSpace	0	0
446	temporalCoverage	0	LINCS	0	0
447	temporalCoverage	0	MalariaGEN	0	0
448	temporalCoverage	0	MassIVE	0	0
449	temporalCoverage	0	Mendeley	0	0
450	temporalCoverage	0	MicrobiomeDB	0	0
451	temporalCoverage	0	NCBI+BioProject	0	0
452	temporalCoverage	0	NCBI+GEO	0	0
453	temporalCoverage	0	NCBI+SRA	0	0
454	temporalCoverage	0	NDEx	0	0
455	temporalCoverage	0	NICHD+DASH	0	0
456	temporalCoverage	0	Omics+Discovery+Index+(OmicsDI)	0	0
457	temporalCoverage	0	Qiita	0	0
458	temporalCoverage	0	RADx+Data+Hub	0	0
459	temporalCoverage	0	ReframeDB	0	0
460	temporalCoverage	0	The+Database+of+Genotypes+and+Phenotypes	0	0
461	temporalCoverage	0	VDJServer	0	0
462	temporalCoverage	0	VEuPathDB	0	0
463	temporalCoverage	0	Vivli	0	0
464	temporalCoverage	0	Zenodo	0	0
465	infectiousAgent	1	AccessClinicalData@NIAID	1	0
466	infectiousAgent	0	biotools	0	0
467	infectiousAgent	1	ClinEpiDB	1	0
468	infectiousAgent	0	Data+Discovery+Engine	0	0
469	infectiousAgent	0	Dryad+Digital+Repository	0	0
470	infectiousAgent	0	Figshare	0	0
471	infectiousAgent	0	Flow+Repository	0	0
472	infectiousAgent	0	Harvard+Dataverse	0	0
473	infectiousAgent	0	HuBMAP	0	0
474	infectiousAgent	0	Human+Cell+Atlas	0	0
475	infectiousAgent	422	ImmPort	422	0
476	infectiousAgent	3	ImmuneSpace	3	0
477	infectiousAgent	0	LINCS	0	0
478	infectiousAgent	35	MalariaGEN	35	0
479	infectiousAgent	2689	MassIVE	2689	0
480	infectiousAgent	15745	Mendeley	15745	0
481	infectiousAgent	1	MicrobiomeDB	1	0
482	infectiousAgent	0	NCBI+BioProject	0	0
483	infectiousAgent	0	NCBI+GEO	0	0
484	infectiousAgent	0	NCBI+SRA	0	0
485	infectiousAgent	96	NDEx	96	0
486	infectiousAgent	0	NICHD+DASH	0	0
487	infectiousAgent	0	Omics+Discovery+Index+(OmicsDI)	0	0
488	infectiousAgent	272	Qiita	272	0
489	infectiousAgent	0	RADx+Data+Hub	0	0
490	infectiousAgent	127	ReframeDB	127	0
491	infectiousAgent	0	The+Database+of+Genotypes+and+Phenotypes	0	0
492	infectiousAgent	0	VDJServer	0	0
493	infectiousAgent	1286	VEuPathDB	1286	0
494	infectiousAgent	643	Vivli	643	0
495	infectiousAgent	11923	Zenodo	11923	0
496	species	2	AccessClinicalData@NIAID	2	0
497	species	0	biotools	0	0
498	species	2	ClinEpiDB	2	0
499	species	0	Data+Discovery+Engine	0	0
500	species	0	Dryad+Digital+Repository	0	0
501	species	0	Figshare	0	0
502	species	0	Flow+Repository	0	0
503	species	0	Harvard+Dataverse	0	0
504	species	4743	HuBMAP	4743	0
505	species	0	Human+Cell+Atlas	0	0
506	species	932	ImmPort	932	0
507	species	181	ImmuneSpace	181	0
508	species	36	LINCS	36	0
509	species	29	MalariaGEN	29	0
510	species	7193	MassIVE	7193	0
511	species	18419	Mendeley	18419	0
512	species	1	MicrobiomeDB	1	0
513	species	0	NCBI+BioProject	0	0
514	species	0	NCBI+GEO	0	0
515	species	0	NCBI+SRA	0	0
516	species	9323	NDEx	9289	0
517	species	0	NICHD+DASH	0	0
518	species	0	Omics+Discovery+Index+(OmicsDI)	0	0
519	species	252	Qiita	252	0
520	species	0	RADx+Data+Hub	0	0
521	species	108	ReframeDB	108	0
522	species	0	The+Database+of+Genotypes+and+Phenotypes	0	0
523	species	41	VDJServer	41	0
524	species	468	VEuPathDB	468	0
525	species	306	Vivli	306	0
526	species	42197	Zenodo	42197	0
527	healthCondition	11	AccessClinicalData@NIAID	10	0
528	healthCondition	0	biotools	0	0
529	healthCondition	65	ClinEpiDB	65	0
530	healthCondition	0	Data+Discovery+Engine	0	0
531	healthCondition	0	Dryad+Digital+Repository	0	0
532	healthCondition	0	Figshare	0	0
533	healthCondition	0	Flow+Repository	0	0
534	healthCondition	0	Harvard+Dataverse	0	0
535	healthCondition	0	HuBMAP	0	0
536	healthCondition	0	Human+Cell+Atlas	0	0
537	healthCondition	1298	ImmPort	1265	0
538	healthCondition	181	ImmuneSpace	175	0
539	healthCondition	39	LINCS	39	0
540	healthCondition	55	MalariaGEN	55	0
541	healthCondition	1672	MassIVE	1652	0
542	healthCondition	12286	Mendeley	12216	0
543	healthCondition	23	MicrobiomeDB	23	0
544	healthCondition	0	NCBI+BioProject	0	0
545	healthCondition	0	NCBI+GEO	0	0
546	healthCondition	0	NCBI+SRA	0	0
547	healthCondition	1121	NDEx	1069	0
548	healthCondition	0	NICHD+DASH	0	0
549	healthCondition	0	Omics+Discovery+Index+(OmicsDI)	0	0
550	healthCondition	324	Qiita	324	0
551	healthCondition	0	RADx+Data+Hub	0	0
552	healthCondition	193	ReframeDB	101	0
553	healthCondition	0	The+Database+of+Genotypes+and+Phenotypes	0	0
554	healthCondition	63	VDJServer	63	0
555	healthCondition	681	VEuPathDB	681	0
556	healthCondition	7280	Vivli	6945	0
557	healthCondition	5315	Zenodo	5285	0
558	measurementTechnique	7	AccessClinicalData@NIAID	7	7
559	measurementTechnique	0	biotools	0	0
560	measurementTechnique	63	ClinEpiDB	63	63
561	measurementTechnique	0	Data+Discovery+Engine	0	0
562	measurementTechnique	0	Dryad+Digital+Repository	0	0
563	measurementTechnique	0	Figshare	0	0
564	measurementTechnique	0	Flow+Repository	0	0
565	measurementTechnique	0	Harvard+Dataverse	0	0
566	measurementTechnique	2370	HuBMAP	0	0
567	measurementTechnique	0	Human+Cell+Atlas	0	0
568	measurementTechnique	578	ImmPort	0	0
569	measurementTechnique	172	ImmuneSpace	0	0
570	measurementTechnique	420	LINCS	420	420
571	measurementTechnique	0	MalariaGEN	0	0
572	measurementTechnique	17672	MassIVE	17672	0
573	measurementTechnique	0	Mendeley	0	0
574	measurementTechnique	0	MicrobiomeDB	0	0
575	measurementTechnique	0	NCBI+BioProject	0	0
576	measurementTechnique	0	NCBI+GEO	0	0
577	measurementTechnique	0	NCBI+SRA	0	0
578	measurementTechnique	63	NDEx	63	0
579	measurementTechnique	0	NICHD+DASH	0	0
580	measurementTechnique	0	Omics+Discovery+Index+(OmicsDI)	0	0
581	measurementTechnique	0	Qiita	0	0
582	measurementTechnique	0	RADx+Data+Hub	0	0
583	measurementTechnique	193	ReframeDB	72	72
584	measurementTechnique	0	The+Database+of+Genotypes+and+Phenotypes	0	0
585	measurementTechnique	92	VDJServer	0	0
586	measurementTechnique	3218	VEuPathDB	0	0
587	measurementTechnique	4937	Vivli	4937	4937
588	measurementTechnique	597	Zenodo	597	597
589	topicCategory	6	AccessClinicalData@NIAID	6	6
590	topicCategory	0	biotools	0	0
591	topicCategory	50	ClinEpiDB	50	50
592	topicCategory	0	Data+Discovery+Engine	0	0
593	topicCategory	0	Dryad+Digital+Repository	0	0
594	topicCategory	2041105	Figshare	0	2041105
595	topicCategory	0	Flow+Repository	0	0
596	topicCategory	0	Harvard+Dataverse	0	0
597	topicCategory	1843	HuBMAP	1843	1843
598	topicCategory	0	Human+Cell+Atlas	0	0
599	topicCategory	719	ImmPort	719	719
600	topicCategory	158	ImmuneSpace	158	158
601	topicCategory	345	LINCS	345	345
602	topicCategory	0	MalariaGEN	0	0
603	topicCategory	1735	MassIVE	1735	1735
604	topicCategory	51016	Mendeley	51016	51016
605	topicCategory	0	MicrobiomeDB	0	0
606	topicCategory	0	NCBI+BioProject	0	0
607	topicCategory	0	NCBI+GEO	0	0
608	topicCategory	0	NCBI+SRA	0	0
